stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.881,"[-1.551, -0.211]",0.670,-2.194,0.032
norefined,c,-5.989,"[-10.684, -1.295]",4.694,-2.128,0.037
norefined,s,-3.008,"[-5.36, -0.656]",2.352,-2.133,0.037
norefined,k0,0.715,"[-0.046, 1.477]",0.761,1.567,0.122
norefined,k1,-0.711,"[-1.482, 0.06]",0.771,-1.537,0.129
norefined,k2,1.119,"[-0.277, 2.516]",1.397,1.337,0.186
norefined,k3,0.135,"[-0.944, 1.215]",1.080,0.209,0.835
norefined,k4,-0.563,"[-1.683, 0.558]",1.120,-0.838,0.405
norefined,k5,-1.030,"[-2.377, 0.316]",1.347,-1.276,0.206
refined,tt,-0.583,"[-0.834, -0.332]",0.251,-3.876,0.000
refined,c,-3.963,"[-5.853, -2.073]",1.890,-3.497,0.001
refined,s,-1.988,"[-2.856, -1.121]",0.867,-3.824,0.000
refined,k0,0.182,"[-0.259, 0.623]",0.441,0.690,0.493
refined,k1,-0.250,"[-0.707, 0.206]",0.457,-0.915,0.363
refined,k2,-0.132,"[-0.792, 0.528]",0.660,-0.333,0.740
refined,k3,0.334,"[-0.152, 0.82]",0.486,1.145,0.256
refined,k4,-0.494,"[-1.173, 0.185]",0.679,-1.213,0.230
refined,k5,0.135,"[-0.646, 0.915]",0.781,0.288,0.774
